original,exists,best_title,best_filePath_url,candidates_json
Acini_di_pepe.jpg,yes,File:Acini di pepe.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Acini%20di%20pepe.jpg,"[""File:Acini di pepe.jpg""]"
Agnolotti_al_plin.jpg,yes,File:Agnolotti al plin.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Agnolotti%20al%20plin.jpg,"[""File:Agnolotti al plin.jpg""]"
Anellini_pasta.jpg,yes,File:Anellini pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Anellini%20pasta.jpg,"[""File:Anellini pasta.jpg""]"
Angel_hair_pasta_with_tomatoes.jpg,yes,File:Angel hair pasta with tomatoes.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Angel%20hair%20pasta%20with%20tomatoes.jpg,"[""File:Angel hair pasta with tomatoes.jpg""]"
Baked_anellini.jpg,yes,File:Baked anellini.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Baked%20anellini.jpg,"[""File:Baked anellini.jpg""]"
Baked_ziti.jpg,yes,File:Baked ziti.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Baked%20ziti.jpg,"[""File:Baked ziti.jpg""]"
Bigoli_in_salsa.jpg,yes,File:Bigoli in salsa.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Bigoli%20in%20salsa.jpg,"[""File:Bigoli in salsa.jpg""]"
Bucatini_all'amatriciana.jpg,yes,File:Bucatini all'amatriciana.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Bucatini%20all'amatriciana.jpg,"[""File:Bucatini all'amatriciana.jpg""]"
Busiate_pasta.jpg,yes,File:Busiate pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Busiate%20pasta.jpg,"[""File:Busiate pasta.jpg""]"
Busiati_con_pesto_trapanese.jpg,yes,File:Busiati con pesto trapanese.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Busiati%20con%20pesto%20trapanese.jpg,"[""File:Busiati con pesto trapanese.jpg""]"
Calamarata_pasta.jpg,yes,File:Calamarata pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Calamarata%20pasta.jpg,"[""File:Calamarata pasta.jpg""]"
Calamarata_with_seafood.jpg,yes,File:Calamarata with seafood.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Calamarata%20with%20seafood.jpg,"[""File:Calamarata with seafood.jpg""]"
Campanelle_pasta.jpg,yes,File:Campanelle pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Campanelle%20pasta.jpg,"[""File:Campanelle pasta.jpg""]"
Campanelle_with_veggies.jpg,yes,File:Campanelle with veggies.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Campanelle%20with%20veggies.jpg,"[""File:Campanelle with veggies.jpg""]"
Cannelloni_al_forno.jpg,yes,File:Cannelloni al forno.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Cannelloni%20al%20forno.jpg,"[""File:Cannelloni al forno.jpg""]"
Cannelloni_raw.jpg,yes,File:Cannelloni raw.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Cannelloni%20raw.jpg,"[""File:Cannelloni raw.jpg""]"
Capellini_pasta.jpg,yes,File:Capellini pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Capellini%20pasta.jpg,"[""File:Capellini pasta.jpg""]"
Cappelletti_in_brodo.jpg,yes,File:Cappelletti in brodo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Cappelletti%20in%20brodo.jpg,"[""File:Cappelletti in brodo.jpg""]"
Cappelletti_raw.jpg,yes,File:Cappelletti raw.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Cappelletti%20raw.jpg,"[""File:Cappelletti raw.jpg""]"
Caserecce_trapanese.jpg,yes,File:Caserecce trapanese.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Caserecce%20trapanese.jpg,"[""File:Caserecce trapanese.jpg""]"
Caserecce.jpg,yes,File:Caserecce.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Caserecce.jpg,"[""File:Caserecce.jpg""]"
Casoncelli_alla_bergamasca.jpg,yes,File:Casoncelli alla bergamasca.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Casoncelli%20alla%20bergamasca.jpg,"[""File:Casoncelli alla bergamasca.jpg""]"
Casoncelli.jpg,yes,File:Casoncelli.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Casoncelli.jpg,"[""File:Casoncelli.jpg""]"
Cavatappi.jpg,yes,File:Cavatappi.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Cavatappi.jpg,"[""File:Cavatappi.jpg""]"
Cavatelli_con_broccoli.jpg,yes,File:Cavatelli con broccoli.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Cavatelli%20con%20broccoli.jpg,"[""File:Cavatelli con broccoli.jpg""]"
Cavatelli_pasta.jpg,yes,File:Cavatelli pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Cavatelli%20pasta.jpg,"[""File:Cavatelli pasta.jpg""]"
Conchiglie_rigate.jpg,yes,File:Conchiglie rigate.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Conchiglie%20rigate.jpg,"[""File:Conchiglie rigate.jpg""]"
Conchiglie_with_peas.jpg,yes,File:Conchiglie with peas.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Conchiglie%20with%20peas.jpg,"[""File:Conchiglie with peas.jpg""]"
Corzetti_al_tocco.jpg,yes,File:Corzetti al tocco.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Corzetti%20al%20tocco.jpg,"[""File:Corzetti al tocco.jpg""]"
Corzetti_pasta.jpg,yes,File:Corzetti pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Corzetti%20pasta.jpg,"[""File:Corzetti pasta.jpg""]"
Elbow_macaroni_pasta.jpg,yes,File:Elbow macaroni pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Elbow%20macaroni%20pasta.jpg,"[""File:Elbow macaroni pasta.jpg""]"
Farfalle_con_salmone.jpg,yes,File:Farfalle con salmone.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Farfalle%20con%20salmone.jpg,"[""File:Farfalle con salmone.jpg""]"
Farfalle_pasta.jpg,yes,File:Farfalle pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Farfalle%20pasta.jpg,"[""File:Farfalle pasta.jpg""]"
Farfalline_pasta.jpg,yes,File:Farfalline pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Farfalline%20pasta.jpg,"[""File:Farfalline pasta.jpg""]"
Farfalline_soup.jpg,yes,File:Farfalline soup.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Farfalline%20soup.jpg,"[""File:Farfalline soup.jpg""]"
Fettuccine_raw.jpg,yes,File:Fettuccine raw.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Fettuccine%20raw.jpg,"[""File:Fettuccine raw.jpg""]"
Fregola_con_arselle.jpg,yes,File:Fregola con arselle.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Fregola%20con%20arselle.jpg,"[""File:Fregola con arselle.jpg""]"
Fregola_sarda.jpg,yes,File:Fregola sarda.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Fregola%20sarda.jpg,"[""File:Fregola sarda.jpg""]"
Fusilli_uncooked.jpg,yes,File:Fusilli uncooked.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Fusilli%20uncooked.jpg,"[""File:Fusilli uncooked.jpg""]"
Fusilli_with_pesto.jpg,yes,File:Fusilli with pesto.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Fusilli%20with%20pesto.jpg,"[""File:Fusilli with pesto.jpg""]"
Fuzi_pasta.jpg,yes,File:Fuzi pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Fuzi%20pasta.jpg,"[""File:Fuzi pasta.jpg""]"
Fuzi_with_truffles.jpg,yes,File:Fuzi with truffles.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Fuzi%20with%20truffles.jpg,"[""File:Fuzi with truffles.jpg""]"
Garganelli_al_ragu.jpg,yes,File:Garganelli al ragu.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Garganelli%20al%20ragu.jpg,"[""File:Garganelli al ragu.jpg""]"
Garganelli_pasta.jpg,yes,File:Garganelli pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Garganelli%20pasta.jpg,"[""File:Garganelli pasta.jpg""]"
Gemelli_pasta.jpg,yes,File:Gemelli pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Gemelli%20pasta.jpg,"[""File:Gemelli pasta.jpg""]"
Gemelli_with_pesto.jpg,yes,File:Gemelli with pesto.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Gemelli%20with%20pesto.jpg,"[""File:Gemelli with pesto.jpg""]"
Gnocchi_uncooked.jpg,yes,File:Gnocchi uncooked.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Gnocchi%20uncooked.jpg,"[""File:Gnocchi uncooked.jpg""]"
Lasagne_raw.jpg,yes,File:Lasagne raw.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Lasagne%20raw.jpg,"[""File:Lasagne raw.jpg""]"
Linguine_vongole.jpg,yes,File:Linguine vongole.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Linguine%20vongole.jpg,"[""File:Linguine vongole.jpg""]"
Lumaconi_pasta.jpg,yes,File:Lumaconi pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Lumaconi%20pasta.jpg,"[""File:Lumaconi pasta.jpg""]"
Mac_and_cheese_cavatappi.jpg,yes,File:Mac and cheese cavatappi.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Mac%20and%20cheese%20cavatappi.jpg,"[""File:Mac and cheese cavatappi.jpg""]"
Mafaldine_al_ragu.jpg,yes,File:Mafaldine al ragu.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Mafaldine%20al%20ragu.jpg,"[""File:Mafaldine al ragu.jpg""]"
Mafaldine.jpg,yes,File:Mafaldine.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Mafaldine.jpg,"[""File:Mafaldine.jpg""]"
Malloreddus_alla_campidanese.jpg,yes,File:Malloreddus alla campidanese.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Malloreddus%20alla%20campidanese.jpg,"[""File:Malloreddus alla campidanese.jpg""]"
Maltagliati_pasta.jpg,yes,File:Maltagliati pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Maltagliati%20pasta.jpg,"[""File:Maltagliati pasta.jpg""]"
Mezzelune_pasta.jpg,yes,File:Mezzelune pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Mezzelune%20pasta.jpg,"[""File:Mezzelune pasta.jpg""]"
Mezzelune_with_butter.jpg,yes,File:Mezzelune with butter.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Mezzelune%20with%20butter.jpg,"[""File:Mezzelune with butter.jpg""]"
Orecchiette_con_cime_di_rapa.jpg,yes,File:Orecchiette con cime di rapa.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Orecchiette%20con%20cime%20di%20rapa.jpg,"[""File:Orecchiette con cime di rapa.jpg""]"
Orecchiette_uncooked.jpg,yes,File:Orecchiette uncooked.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Orecchiette%20uncooked.jpg,"[""File:Orecchiette uncooked.jpg""]"
Orzo_pasta.jpg,yes,File:Orzo pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Orzo%20pasta.jpg,"[""File:Orzo pasta.jpg""]"
Orzo_salad.jpg,yes,File:Orzo salad.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Orzo%20salad.jpg,"[""File:Orzo salad.jpg""]"
Paccheri_ai_frutti_di_mare.jpg,yes,File:Paccheri ai frutti di mare.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Paccheri%20ai%20frutti%20di%20mare.jpg,"[""File:Paccheri ai frutti di mare.jpg""]"
Pansotti_al_prebuggiun.jpg,yes,File:Pansotti al prebuggiun.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Pansotti%20al%20prebuggiun.jpg,"[""File:Pansotti al prebuggiun.jpg""]"
Pansotti.jpg,yes,File:Pansotti.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Pansotti.jpg,"[""File:Pansotti.jpg""]"
Pappardelle_with_ragu.jpg,yes,File:Pappardelle with ragu.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Pappardelle%20with%20ragu.jpg,"[""File:Pappardelle with ragu.jpg""]"
Passatelli_in_brodo.jpg,yes,File:Passatelli in brodo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Passatelli%20in%20brodo.jpg,"[""File:Passatelli in brodo.jpg""]"
Pasta_e_fagioli_with_maltagliati.jpg,yes,File:Pasta e fagioli with maltagliati.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Pasta%20e%20fagioli%20with%20maltagliati.jpg,"[""File:Pasta e fagioli with maltagliati.jpg""]"
Pasta_e_fagioli.jpg,yes,File:Pasta e fagioli.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Pasta%20e%20fagioli.jpg,"[""File:Pasta e fagioli.jpg""]"
Pasta_salad_ruote.jpg,yes,File:Pasta salad ruote.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Pasta%20salad%20ruote.jpg,"[""File:Pasta salad ruote.jpg""]"
Pastina_in_brodo.jpg,yes,File:Pastina in brodo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Pastina%20in%20brodo.jpg,"[""File:Pastina in brodo.jpg""]"
Penne_all_arrabbiata.jpg,yes,File:Penne all arrabbiata.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Penne%20all%20arrabbiata.jpg,"[""File:Penne all arrabbiata.jpg""]"
Penne_rigate_uncooked.jpg,yes,File:Penne rigate uncooked.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Penne%20rigate%20uncooked.jpg,"[""File:Penne rigate uncooked.jpg""]"
Pici_all_aglione.jpg,yes,File:Pici all aglione.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Pici%20all%20aglione.jpg,"[""File:Pici all aglione.jpg""]"
Pici_raw.jpg,yes,File:Pici raw.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Pici%20raw.jpg,"[""File:Pici raw.jpg""]"
Pipe_rigate_pasta.jpg,yes,File:Pipe rigate pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Pipe%20rigate%20pasta.jpg,"[""File:Pipe rigate pasta.jpg""]"
Pipe_with_sauce.jpg,yes,File:Pipe with sauce.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Pipe%20with%20sauce.jpg,"[""File:Pipe with sauce.jpg""]"
Radiatori_pasta.jpg,yes,File:Radiatori pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Radiatori%20pasta.jpg,"[""File:Radiatori pasta.jpg""]"
Radiatori_with_sauce.jpg,yes,File:Radiatori with sauce.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Radiatori%20with%20sauce.jpg,"[""File:Radiatori with sauce.jpg""]"
Ravioli_uncooked.jpg,yes,File:Ravioli uncooked.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Ravioli%20uncooked.jpg,"[""File:Ravioli uncooked.jpg""]"
Ravioli_with_sauce.jpg,yes,File:Ravioli with sauce.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Ravioli%20with%20sauce.jpg,"[""File:Ravioli with sauce.jpg""]"
Rigatoni_con_pagliata.jpg,yes,File:Rigatoni con pagliata.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni%20con%20pagliata.jpg,"[""File:Rigatoni con pagliata.jpg""]"
Rigatoni_uncooked.jpg,yes,File:Rigatoni uncooked.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Rigatoni%20uncooked.jpg,"[""File:Rigatoni uncooked.jpg""]"
Sagne_incannulate_al_pomodoro.jpg,yes,File:Sagne incannulate al pomodoro.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Sagne%20incannulate%20al%20pomodoro.jpg,"[""File:Sagne incannulate al pomodoro.jpg""]"
Sagne_incannulate.jpg,yes,File:Sagne incannulate.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Sagne%20incannulate.jpg,"[""File:Sagne incannulate.jpg""]"
Scialatielli_ai_frutti_di_mare,yes,File:Scialatielli ai frutti di mare,https://commons.wikimedia.org/wiki/Special:FilePath/Scialatielli%20ai%20frutti%20di%20mare,"[""File:Scialatielli ai frutti di mare""]"
Spaghetti_alla_chitarra_con_pallottine.jpg,yes,File:Spaghetti alla chitarra con pallottine.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Spaghetti%20alla%20chitarra%20con%20pallottine.jpg,"[""File:Spaghetti alla chitarra con pallottine.jpg""]"
Spaghetti_alla_chitarra_raw.jpg,yes,File:Spaghetti alla chitarra raw.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Spaghetti%20alla%20chitarra%20raw.jpg,"[""File:Spaghetti alla chitarra raw.jpg""]"
Spaghetti_raw.jpg,yes,File:Spaghetti raw.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Spaghetti%20raw.jpg,"[""File:Spaghetti raw.jpg""]"
Stellette_pasta.jpg,yes,File:Stellette pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Stellette%20pasta.jpg,"[""File:Stellette pasta.jpg""]"
Strozzapreti_pasticciati.jpg,yes,File:Strozzapreti pasticciati.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Strozzapreti%20pasticciati.jpg,"[""File:Strozzapreti pasticciati.jpg""]"
Stuffed_Conchiglioni.jpg,yes,File:Stuffed Conchiglioni.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Stuffed%20Conchiglioni.jpg,"[""File:Stuffed Conchiglioni.jpg""]"
Stuffed_Lumaconi.jpg,yes,File:Stuffed Lumaconi.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Stuffed%20Lumaconi.jpg,"[""File:Stuffed Lumaconi.jpg""]"
Tagliatelle_al_ragu_bolognese.jpg,yes,File:Tagliatelle al ragu bolognese.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Tagliatelle%20al%20ragu%20bolognese.jpg,"[""File:Tagliatelle al ragu bolognese.jpg""]"
Tagliatelle_uncooked.jpg,yes,File:Tagliatelle uncooked.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Tagliatelle%20uncooked.jpg,"[""File:Tagliatelle uncooked.jpg""]"
Tagliolini_al_tartufo.jpg,yes,File:Tagliolini al tartufo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Tagliolini%20al%20tartufo.jpg,"[""File:Tagliolini al tartufo.jpg""]"
Tagliolini.jpg,yes,File:Tagliolini.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Tagliolini.jpg,"[""File:Tagliolini.jpg""]"
Tortellini_in_brodo.jpg,yes,File:Tortellini in brodo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Tortellini%20in%20brodo.jpg,"[""File:Tortellini in brodo.jpg""]"
Tortellini_uncooked.jpg,yes,File:Tortellini uncooked.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Tortellini%20uncooked.jpg,"[""File:Tortellini uncooked.jpg""]"
Tortelloni_burro_e_salvia.jpg,yes,File:Tortelloni burro e salvia.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Tortelloni%20burro%20e%20salvia.jpg,"[""File:Tortelloni burro e salvia.jpg""]"
Tortelloni_uncooked.jpg,yes,File:Tortelloni uncooked.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Tortelloni%20uncooked.jpg,"[""File:Tortelloni uncooked.jpg""]"
Trofie_raw.jpg,yes,File:Trofie raw.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Trofie%20raw.jpg,"[""File:Trofie raw.jpg""]"
Vermicelli_con_le_vongole.jpg,yes,File:Vermicelli con le vongole.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Vermicelli%20con%20le%20vongole.jpg,"[""File:Vermicelli con le vongole.jpg""]"
Vermicelli_uncooked.jpg,yes,File:Vermicelli uncooked.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Vermicelli%20uncooked.jpg,"[""File:Vermicelli uncooked.jpg""]"
Wedding_soup_acini.jpg,yes,File:Wedding soup acini.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Wedding%20soup%20acini.jpg,"[""File:Wedding soup acini.jpg""]"
Ziti_pasta.jpg,yes,File:Ziti pasta.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Ziti%20pasta.jpg,"[""File:Ziti pasta.jpg""]"